"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         912,      -4.469819338,      -1.479018988,      -1.801173628,       0.834200267
          0,           0,         913,      -4.475060347,       -1.48026246,      -1.861907948,      0.8414853498
          0,           0,         914,      -4.481218959,      -1.482972631,       -1.84475814,      0.8190066904
          0,           0,         915,      -4.469499806,      -1.486953451,      -1.810493228,      0.8380191444
          0,           0,         916,      -4.483822154,      -1.489111839,       -1.87116046,      0.8214996116
          0,           0,         917,      -4.486181356,      -1.489989318,       -1.84383799,      0.8080078582
          0,           0,         918,      -4.474379793,      -1.494016221,      -1.809064645,      0.8306413812
          0,           0,         919,      -4.496805542,      -1.496064766,      -1.871515309,      0.7912366186
          0,           0,         920,      -4.486981505,      -1.495292781,      -1.842428007,      0.8055055703
          0,           0,         921,      -4.465524206,      -1.498076464,       -1.80788255,       0.847434795
          0,           0,         922,      -4.495156796,      -1.498634193,      -1.869576077,      0.7843173736
          0,           0,         923,      -4.485685269,      -1.496350717,      -1.841336398,      0.7983526899
          0,           0,         924,      -4.464973516,      -1.498040572,      -1.805788823,      0.8408756413
          0,           0,         925,      -4.492360389,      -1.497692228,      -1.866201889,      0.7838820317
          0,           0,         926,      -4.487521247,      -1.495013969,      -1.838918911,      0.7948588677
          0,           0,         927,      -4.469208318,      -1.496302143,      -1.799123621,      0.8324269975
          0,           0,         928,      -4.491661265,      -1.495073514,      -1.859078323,      0.7909792849
          0,           0,         929,      -4.487727617,      -1.492020654,      -1.827687961,      0.7963817669
          0,           0,         930,      -4.468334001,      -1.493434809,       -1.78626446,      0.8310587653
          0,           0,         931,      -4.487407606,      -1.491266479,      -1.846619881,      0.7953208976
          0,           0,         932,      -4.478327276,      -1.489100004,      -1.816030171,      0.8033489789
          0,           0,         933,      -4.454757496,      -1.490562177,      -1.773519773,      0.8431725685
          0,           0,         934,       -4.40832439,      -1.493481678,      -1.712490657,      0.9276779403
          0,           0,         935,      -4.475200073,      -1.489006203,      -1.837062035,      0.8076104681
          0,           0,         936,      -4.468297078,      -1.488523384,      -1.813411135,       0.818720684
          0,           0,         937,      -4.443198244,      -1.489421923,      -1.769909192,      0.8624202572
          0,           0,         938,      -4.467732704,      -1.486509807,      -1.831141721,      0.8289107501
          0,           0,         939,      -4.464798803,      -1.484788562,      -1.805172359,      0.8358362294
          0,           0,         940,      -4.442159204,      -1.485474689,      -1.762276054,      0.8738141217
          0,           0,         941,      -4.465900892,      -1.482485421,      -1.823745863,       0.845737251
          0,           0,         942,      -4.463563281,      -1.479167174,      -1.792708855,      0.8466377146
          0,           0,         943,      -4.443936012,       -1.48028445,      -1.749099147,      0.8770631412
          0,           0,         944,      -4.460437879,      -1.476623251,      -1.811608346,       0.855873648
          0,           0,         945,      -4.452857534,      -1.473261006,      -1.776872864,      0.8585004132
          0,           0,         946,      -4.431236641,      -1.473655443,      -1.736180804,      0.8927113283
          0,           0,         947,      -4.451839975,      -1.470605435,       -1.79297075,      0.8638892756
          0,           0,         948,      -4.440620349,      -1.466106674,      -1.752954476,      0.8767286288
          0,           0,         949,      -4.413138489,      -1.464760457,      -1.713856603,      0.9227698351
          0,           0,         950,      -4.453512727,      -1.465303812,       -1.77082986,      0.8643209887
          0,           0,         951,      -4.439714923,      -1.461713967,      -1.737504893,       0.889962438
          0,           0,         952,      -4.414321253,      -1.459848341,      -1.696887999,      0.9348859645
          0,           0,         953,      -4.450781723,       -1.46098948,       -1.75813955,      0.8759447575
          0,           0,         954,      -4.436871542,      -1.458280093,      -1.732690616,      0.9005163645
          0,           0,         955,      -4.438387795,      -1.458574336,      -1.753433773,      0.8940201394
          0,           0,         956,      -4.424805845,       -1.45481789,      -1.724260477,      0.9121516545
          0,           0,         957,      -4.424098461,      -1.451766303,      -1.736976579,      0.9077656114
          0,           0,         958,      -4.406822899,      -1.446092189,      -1.701910553,      0.9325075222
          0,           0,         959,      -4.375545473,      -1.439955793,      -1.667051505,      0.9846490159
          0,           0,         960,      -4.412764939,       -1.44382007,      -1.710461003,      0.9293445156
          0,           0,         961,      -4.392369604,      -1.437773867,      -1.677521384,      0.9660844214
          0,           0,         962,      -4.402741288,      -1.441134758,      -1.693964397,      0.9625471921
          0,           0,         963,      -4.397002344,      -1.429913439,      -1.654240664,      0.9723798976
          0,           0,         964,      -4.404996281,      -1.427853599,      -1.667489393,      0.9517889999
          0,           0,         965,      -4.404555162,       -1.42191063,      -1.642660637,      0.9466663242
          0,           0,         966,       -4.38122216,      -1.419526428,      -1.612194294,      0.9893311059
          0,           0,         967,      -4.419142456,      -1.423075455,      -1.662748992,      0.9105263506
          0,           0,         968,      -4.406110759,      -1.421244893,      -1.643962267,      0.9332371164
          0,           0,         969,      -4.398114485,       -1.42089858,      -1.661774673,      0.9354210237
          0,           0,         970,      -4.385979361,      -1.416981029,      -1.638874843,      0.9528272726
          0,           0,         971,      -4.372619665,       -1.41525499,       -1.64836118,      0.9715382279
          0,           0,         972,      -4.360414426,      -1.409435532,      -1.625284556,        0.98940275
          0,           0,         973,      -4.354869193,      -1.408127742,      -1.626582604,        1.00158996
          0,           0,         974,      -4.342487856,      -1.402852501,      -1.603229721,       1.024189795
          0,           0,         975,      -4.338241888,      -1.406475223,      -1.616404446,       1.036183132
          0,           0,         976,      -4.329669329,      -1.402551133,      -1.598120722,       1.053240494
          0,           0,         977,      -4.338398064,      -1.401271535,      -1.603752642,       1.042273456
          0,           0,         978,      -4.352549065,      -1.392554873,      -1.578687075,       1.018359323
          0,           0,         979,      -4.343932476,      -1.386817684,      -1.586903234,       1.018997856
          0,           0,         980,      -4.332283974,      -1.386585545,      -1.571076714,       1.031800627
          0,           0,         981,      -4.316899972,      -1.381356822,      -1.577464961,        1.05165174
          0,           0,         982,      -4.299700602,      -1.380540368,      -1.553293503,       1.076710759
          0,           0,         983,      -4.307718574,        -1.3786179,      -1.560566709,       1.076182165
          0,           0,         984,      -4.296561006,      -1.378241996,      -1.539962166,       1.095939171
          0,           0,         985,      -4.346938346,      -1.382458601,      -1.566965128,       1.023718604
          0,           0,         986,      -4.335326718,       -1.38163146,      -1.551858253,       1.040796999
          0,           0,         987,      -4.335901742,       -1.38222715,      -1.575690552,       1.033197665
          0,           0,         988,      -4.325547757,      -1.380735016,      -1.553612638,       1.042740026
          0,           0,         989,      -4.316367241,      -1.376928196,      -1.568712357,       1.051816677
          0,           0,         990,      -4.310881572,      -1.372172417,      -1.540509961,        1.05354935
          0,           0,         991,      -4.292976013,      -1.363178203,      -1.550394239,       1.085825165
          0,           0,         992,      -4.287992157,      -1.360994025,      -1.531137409,       1.093915178
          0,           0,         993,      -4.291811412,      -1.356197427,       -1.54453254,       1.105234323
          0,           0,         994,      -4.293391995,      -1.352806308,      -1.516447812,       1.110660045
          0,           0,         995,       -4.29946739,      -1.350813923,      -1.537055929,       1.114492333
          0,           0,         996,      -4.280075536,      -1.347782383,      -1.510541391,       1.139395667
          0,           0,         997,       -4.30792871,      -1.343123017,      -1.528404248,       1.099317093
          0,           0,         998,      -4.287429356,      -1.337237543,      -1.509142534,        1.11550242
          0,           0,         999,      -4.314333003,      -1.333980719,      -1.527741912,       1.065990861
          0,           0,        1000,       -4.29875618,      -1.334379899,      -1.506561376,       1.081363231
          0,           0,        1001,      -4.303085595,      -1.335291854,       -1.53270855,       1.079303705
          0,           0,        1002,       -4.28333489,      -1.331552979,      -1.506367481,       1.106065919
          0,           0,        1003,      -4.283108267,      -1.329156678,      -1.522438864,       1.119359364
          0,           0,        1004,      -4.274737865,      -1.322925921,      -1.496063754,       1.130869518
          0,           0,        1005,      -4.273796293,      -1.319562071,      -1.503999967,       1.146096364
          0,           0,        1006,      -4.280066313,      -1.315712693,      -1.475213921,       1.139854807
          0,           0,        1007,       -4.31502464,      -1.313182253,      -1.498327507,       1.098522425
          0,           0,        1008,       -4.31073746,        -1.3115582,      -1.471589211,       1.099074025
          0,           0,        1009,      -4.303228731,      -1.316433482,      -1.506698957,       1.099046058
          0,           0,        1010,       -4.25819105,      -1.313232945,      -1.485130688,       1.151089243
          0,           0,        1011,      -4.286960967,      -1.317091702,      -1.503629899,       1.105749813
          0,           0,        1012,      -4.265949428,      -1.305337602,       -1.47351188,       1.128869655
          0,           0,        1013,      -4.291639812,      -1.304003738,      -1.490165394,       1.103614176
          0,           0,        1014,      -4.288331952,      -1.306840783,      -1.474572664,       1.110983074
          0,           0,        1015,      -4.309473592,      -1.311382303,      -1.507277235,        1.10274153
          0,           0,        1016,      -4.301607907,       -1.31063281,      -1.490672592,       1.114449467
          0,           0,        1017,      -4.316689047,      -1.312212771,      -1.514624111,       1.107134624
          0,           0,        1018,      -4.313905745,      -1.307509511,      -1.490831691,       1.107637893
          0,           0,        1019,      -4.318195574,      -1.303751679,      -1.502243152,        1.10159588
          0,           0,        1020,      -4.324392185,      -1.301143892,      -1.475490788,       1.082942661
          0,           0,        1021,      -4.329320967,      -1.297684228,      -1.493651257,        1.06845253
          0,           0,        1022,      -4.313061978,      -1.297721183,      -1.475103162,       1.082137371
          0,           0,        1023,      -4.300258095,      -1.299700043,      -1.500802193,       1.095217048
          0,           0,        1024,      -4.262230021,      -1.299614764,      -1.486656028,       1.143723685
          0,           0,        1025,      -4.272865001,      -1.304226666,      -1.505828901,       1.131636249
          0,           0,        1026,      -4.263360728,      -1.285356308,      -1.475848598,       1.151447713
          0,           0,        1027,      -4.303919886,      -1.281385997,      -1.487403905,       1.108421555
          0,           0,        1028,      -4.306497126,      -1.283285787,      -1.477027889,       1.106081821
          0,           0,        1029,      -4.325469926,      -1.289356102,      -1.510845603,       1.085046005
          0,           0,        1030,      -4.324930644,      -1.291989568,      -1.498549937,        1.08458347
          0,           0,        1031,      -4.333533345,       -1.29218439,      -1.525031396,       1.076665927
          0,           0,        1032,      -4.335604305,      -1.293218794,      -1.510695419,       1.070732015
          0,           0,        1033,      -4.339510266,      -1.290134727,      -1.526084815,       1.064582099
          0,           0,        1034,      -4.335953718,      -1.289544079,      -1.513829197,       1.064231249
          0,           0,        1035,      -4.347107027,      -1.288158164,      -1.524476568,       1.044185171
          0,           0,        1036,      -4.323131946,      -1.284380799,      -1.509474296,       1.073054388
          0,           0,        1037,      -4.327610546,      -1.287975348,      -1.520596789,       1.068833355
          0,           0,        1038,      -4.297619547,      -1.285477407,      -1.501118882,        1.10639597
          0,           0,        1039,      -4.327207582,      -1.291360621,      -1.511566692,       1.070943397
          0,           0,        1040,      -4.307548141,      -1.291486681,      -1.490888018,        1.09377611
          0,           0,        1041,      -4.324193514,      -1.295095551,       -1.50905858,       1.073825145
          0,           0,        1042,      -4.313411794,      -1.297897583,      -1.494677997,       1.084728183
          0,           0,        1043,      -4.320832544,      -1.298804634,      -1.512297114,       1.078689928
          0,           0,        1044,      -4.315225372,      -1.300029276,      -1.498305326,       1.082247598
          0,           0,        1045,      -4.320978893,      -1.298404885,       -1.51411756,       1.081100452
          0,           0,        1046,      -4.316374277,      -1.297031626,      -1.499537656,       1.085705971
          0,           0,        1047,      -4.318021322,      -1.295084745,      -1.516641114,       1.091667213
          0,           0,        1048,      -4.309612151,      -1.293590831,      -1.500913707,       1.103280409
          0,           0,        1049,      -4.307700094,      -1.293396878,      -1.520557497,       1.111361706
          0,           0,        1050,      -4.298551148,      -1.294588109,      -1.507748245,       1.124437929
          0,           0,        1051,      -4.318141626,      -1.295324432,      -1.522748171,       1.101038406
          0,           0,        1052,       -4.31205104,      -1.292403691,       -1.50690888,       1.106768582
          0,           0,        1053,      -4.335563585,      -1.293845779,      -1.517662763,       1.074848036
          0,           0,        1054,      -4.315507241,      -1.292708896,      -1.501762798,       1.094410733
          0,           0,        1055,      -4.328135027,      -1.296004318,      -1.516158555,       1.075259626
          0,           0,        1056,      -4.298824292,      -1.295096485,      -1.498356417,       1.106919165
          0,           0,        1057,      -4.317057941,      -1.295205173,      -1.507942755,       1.086804784
          0,           0,        1058,      -4.269190521,      -1.291789201,      -1.491357171,       1.143650151
          0,           0,        1059,      -4.294794625,      -1.286561937,      -1.487759157,       1.114737705
          0,           0,        1060,      -4.253987332,      -1.274166088,      -1.459523474,       1.163952978
          0,           0,        1061,      -4.259563902,      -1.278241624,      -1.467239153,       1.166358242
          0,           0,        1062,      -4.233636226,      -1.268993023,      -1.434242319,       1.191713417
          0,           0,        1063,      -4.220127215,      -1.277695757,       -1.46075417,       1.218182492
          0,           0,        1064,      -4.207651457,      -1.256839332,      -1.419901319,       1.228918756
          0,           0,        1065,      -4.160445918,      -1.261664933,      -1.443703746,       1.289973645
          0,           0,        1066,      -4.180028038,      -1.260614197,      -1.442050739,       1.260804763
          0,           0,        1067,      -4.146161917,      -1.241203601,      -1.414110642,       1.285568501
          0,           0,        1068,      -4.167555921,      -1.247076429,      -1.421686358,       1.274581715
          0,           0,        1069,      -4.139832011,      -1.236316285,      -1.394625013,       1.299790838
          0,           0,        1070,      -4.160510906,      -1.251056169,      -1.424535594,       1.284340785
          0,           0,        1071,       -4.14800706,      -1.243797062,      -1.403343372,       1.293502463
          0,           0,        1072,      -4.158622481,      -1.256333729,      -1.439095785,       1.281099125
          0,           0,        1073,      -4.133174345,      -1.235131653,      -1.406559018,       1.302252812
          0,           0,        1074,      -4.140684737,       -1.23216167,       -1.40802266,       1.305366525
          0,           0,        1075,      -4.115956887,      -1.211063259,      -1.365399737,        1.33611853
          0,           0,        1076,      -4.037996407,       -1.21304507,      -1.376870901,       1.422941174
          0,           0,        1077,      -4.065278184,      -1.212054351,      -1.346882392,       1.375835246
          0,           0,        1078,      -4.029353949,      -1.194310238,      -1.299910817,       1.404415943
          0,           0,        1079,      -4.112112087,      -1.201670099,      -1.309506066,       1.337118948
          0,           0,        1080,      -4.080712229,      -1.196630771,      -1.277954491,       1.366419665
          0,           0,        1081,       -4.11315202,      -1.211983806,      -1.309505644,       1.346482319
          0,           0,        1082,      -4.058835307,      -1.214124228,      -1.345780855,       1.395824212
          0,           0,        1083,      -4.027850868,       -1.21251301,      -1.341361034,       1.409072814
          0,           0,        1084,      -3.987552752,      -1.201454073,      -1.300702916,       1.453843066
          0,           0,        1085,      -4.102062515,      -1.214249353,      -1.319147839,        1.35685749
          0,           0,        1086,      -4.107754058,      -1.211179063,      -1.290293227,       1.347650814
          0,           0,        1087,      -4.131538383,      -1.223533795,      -1.340718362,       1.332956416
          0,           0,        1088,      -4.095252173,      -1.229287945,       -1.38339717,       1.353905602
          0,           0,        1089,      -4.049295758,      -1.240031536,      -1.387913051,       1.382554228
          0,           0,        1090,      -4.013172008,      -1.245184523,       -1.35746763,       1.419684163
          0,           0,        1091,      -4.186016038,      -1.265348893,      -1.395570078,        1.24762893
          0,           0,        1092,       -4.17713891,       -1.25953607,       -1.37737316,       1.255155229
          0,           0,        1093,      -4.207521013,      -1.271068714,      -1.403002787,       1.229947807
          0,           0,        1094,      -4.188733419,      -1.267419085,      -1.389684071,       1.249359408
          0,           0,        1095,      -4.189415118,      -1.274576456,      -1.421164651,       1.249441962
          0,           0,        1096,      -4.167731481,      -1.269951717,      -1.407121497,       1.272336619
          0,           0,        1097,      -4.254037758,      -1.279035927,      -1.426159667,       1.178584034
          0,           0,        1098,      -4.252194301,       -1.28484434,      -1.412227613,       1.181162712
          0,           0,        1099,      -4.275704552,      -1.295050086,      -1.446891376,       1.151194393
          0,           0,        1100,      -4.266338573,      -1.299915292,      -1.438913476,       1.159814177
          0,           0,        1101,      -4.273160093,      -1.302624573,      -1.474621554,       1.145811794
          0,           0,        1102,      -4.273995006,      -1.305381933,      -1.464410442,       1.144190215
          0,           0,        1103,      -4.306460695,      -1.307285584,      -1.491915083,        1.10283174
          0,           0,        1104,      -4.302865144,      -1.314588125,      -1.483235969,       1.107778263
          0,           0,        1105,       -4.34421802,      -1.319054156,       -1.51038245,       1.058851536
          0,           0,        1106,      -4.339916246,      -1.326357183,      -1.498461042,       1.066251417
          0,           0,        1107,      -4.376822094,      -1.330222523,       -1.52220286,       1.021225036
          0,           0,        1108,      -4.376762613,      -1.337499104,      -1.508959945,       1.024306744
          0,           0,        1109,      -4.392361825,      -1.340233714,      -1.536131523,       1.001560353
          0,           0,        1110,      -4.388018683,      -1.344323541,      -1.521415825,       1.010612189
          0,           0,        1111,      -4.391910433,      -1.344832674,      -1.545559329,       1.000317207
          0,           0,        1112,       -4.37878736,      -1.344746143,      -1.531556369,       1.019834181
          0,           0,        1113,      -4.387745778,      -1.345600822,      -1.551128899,        1.00415316
          0,           0,        1114,      -4.377214631,      -1.349243284,       -1.53920597,        1.01955264
          0,           0,        1115,      -4.392811229,       -1.35235996,       -1.56617094,      0.9973338734
          0,           0,        1116,      -4.383576292,      -1.360361381,      -1.554772539,       1.010504267
          0,           0,        1117,      -4.337556267,      -1.359447297,      -1.512854601,       1.074334577
          0,           0,        1118,      -4.400716036,       -1.35867557,      -1.582487222,      0.9882788306
          0,           0,        1119,      -4.389099667,      -1.369588044,      -1.570614689,       1.004197266
          0,           0,        1120,      -4.348145574,      -1.370142357,      -1.531300465,        1.06197969
          0,           0,        1121,      -4.412259298,      -1.369799838,      -1.599776791,      0.9721143381
          0,           0,        1122,      -4.400211636,      -1.378193571,      -1.587422767,      0.9901189811
          0,           0,        1123,      -4.366440788,      -1.379111364,      -1.551758884,       1.039963331
          0,           0,        1124,      -4.430042683,      -1.379512708,      -1.610500985,      0.9468564246
          0,           0,        1125,      -4.421162421,      -1.386652689,      -1.601644723,      0.9618314491
          0,           0,        1126,       -4.39321109,      -1.389192759,      -1.569324401,       1.006083289
          0,           0,        1127,       -4.45130753,       -1.38997156,      -1.622743112,      0.9145747732
          0,           0,        1128,      -4.450069607,      -1.397525278,      -1.616297015,      0.9201204537
          0,           0,        1129,      -4.423338238,      -1.401217446,      -1.585000777,      0.9651669566
          0,           0,        1130,      -4.472072133,      -1.401025145,      -1.640918031,      0.8828520061
          0,           0,        1131,      -4.474744868,      -1.407270182,      -1.635277483,       0.882799178
          0,           0,        1132,      -4.448966785,      -1.410239915,      -1.604383576,      0.9271606874
          0,           0,        1133,      -4.491769573,      -1.409086047,      -1.662898584,      0.8531083056
          0,           0,        1134,      -4.487811613,      -1.411008413,      -1.658526568,      0.8628103741
          0,           0,        1135,      -4.464561702,      -1.412842923,      -1.629786644,      0.9015825318
          0,           0,        1136,       -4.49887826,      -1.412438402,      -1.687170811,      0.8458987827
          0,           0,        1137,      -4.487073044,      -1.414168939,      -1.684832432,      0.8667734407
          0,           0,        1138,      -4.462159396,      -1.415365106,        -1.6568369,      0.9047471093
          0,           0,        1139,       -4.48988932,      -1.416825947,      -1.712611065,      0.8670581627
          0,           0,        1140,       -4.48413183,      -1.421688632,      -1.711792334,      0.8755573275
          0,           0,        1141,      -4.454419299,      -1.423173997,      -1.682473417,      0.9184500275
          0,           0,        1142,      -4.494813927,        -1.4249613,      -1.737465848,      0.8643027016
          0,           0,        1143,      -4.500022742,      -1.429789071,      -1.733947213,      0.8529702479
          0,           0,        1144,      -4.469173512,      -1.431789492,      -1.706355452,      0.8995962111
          0,           0,        1145,      -4.410817211,      -1.432359769,      -1.643016307,      0.9827443965
          0,           0,        1146,      -4.512414025,      -1.434684052,      -1.756966611,         0.8386755
          0,           0,        1147,      -4.517983175,      -1.441281411,      -1.753475338,      0.8254824825
          0,           0,        1148,      -4.488910742,      -1.443740036,      -1.727194289,      0.8731328312
          0,           0,        1149,      -4.538552269,      -1.445849719,      -1.773248891,      0.7896786768
          0,           0,        1150,      -4.538207635,      -1.449923407,      -1.767025786,      0.7874171198
          0,           0,        1151,      -4.512830887,      -1.452067317,      -1.738577609,       0.832822774
          0,           0,        1152,      -4.551931801,      -1.453867676,      -1.786538158,      0.7624195327
          0,           0,        1153,      -4.551667524,      -1.457347359,      -1.778269338,      0.7603924398
          0,           0,        1154,      -4.528875173,      -1.459466034,      -1.748808712,      0.8039077433
          0,           0,        1155,      -4.560150107,      -1.460369748,      -1.800518333,      0.7446027648
          0,           0,        1156,      -4.556105224,      -1.462904205,      -1.790920739,      0.7503305308
          0,           0,        1157,      -4.534837613,       -1.46486865,      -1.761779745,      0.7908016454
          0,           0,        1158,      -4.562594498,      -1.465589428,      -1.814631716,      0.7393125721
          0,           0,        1159,      -4.556707278,      -1.467521785,      -1.805017695,      0.7483279577
          0,           0,        1160,      -4.535954235,       -1.46919008,      -1.777158661,      0.7862058032
          0,           0,        1161,      -4.561732386,      -1.470145941,      -1.827735566,      0.7414134518
          0,           0,        1162,      -4.557541206,      -1.472270291,      -1.818946553,       0.746806078
          0,           0,        1163,      -4.536960177,      -1.473827024,      -1.792787701,      0.7836306917
          0,           0,        1164,      -4.562006389,      -1.474987863,      -1.839136214,      0.7418098011
          0,           0,        1165,      -4.559814162,      -1.477559197,      -1.831099402,      0.7435356025
          0,           0,        1166,      -4.539301427,      -1.479354388,      -1.806364028,      0.7808789323
          0,           0,        1167,      -4.564684967,      -1.480673998,      -1.848191428,      0.7369312144
          0,           0,        1168,      -4.563052519,      -1.483551117,      -1.840481938,       0.738040577
          0,           0,        1169,      -4.543032386,        -1.4856218,      -1.816504026,      0.7758221718
          0,           0,        1170,      -4.568371736,      -1.486998023,      -1.855246638,      0.7288738776
          0,           0,        1171,      -4.566239555,      -1.489895719,       -1.84734525,      0.7317839565
          0,           0,        1172,      -4.547212345,      -1.492052184,      -1.823575132,      0.7691333159
          0,           0,        1173,      -4.572134875,      -1.493412404,      -1.861249222,      0.7201252705
          0,           0,        1174,      -4.569438483,      -1.495911108,      -1.852864209,      0.7251032517
          0,           0,        1175,      -4.551605982,      -1.497930671,      -1.829035991,       0.761343826
          0,           0,        1176,      -4.576547402,      -1.499200565,      -1.867198107,      0.7106747666
          0,           0,        1177,      -4.573352651,       -1.50082013,      -1.858261453,      0.7173386626
          0,           0,        1178,      -4.556343715,       -1.50256743,      -1.834289578,      0.7527782086
          0,           0,        1179,      -4.581450735,       -1.50378567,      -1.873502788,      0.7015909092
          0,           0,        1180,      -4.577994382,      -1.504466064,      -1.864532208,       0.708877293
          0,           0,        1181,      -4.561200302,      -1.505867767,      -1.840594407,      0.7444072461
          0,           0,        1182,      -4.585843291,      -1.507192623,      -1.880132948,      0.6945088501
          0,           0,        1183,      -4.582777014,      -1.507319207,      -1.871687998,      0.7003191604
          0,           0,        1184,      -4.566163573,       -1.50831322,      -1.847910456,         0.7358821
          0,           0,        1185,       -4.52549055,      -1.510945737,      -1.794403722,      0.8094935366
          0,           0,        1186,       -4.58651222,      -1.512255155,      -1.889792453,       0.695533957
          0,           0,        1187,      -4.587506587,      -1.512216116,      -1.881562638,      0.6914365368
          0,           0,        1188,      -4.571379161,      -1.512296613,      -1.857128746,      0.7270739612
          0,           0,        1189,      -4.594591275,      -1.513833747,      -1.894566465,      0.6800777252
          0,           0,        1190,      -4.592977919,      -1.513887728,      -1.886698866,      0.6805633134
          0,           0,        1191,      -4.576887892,      -1.514231369,      -1.862341034,      0.7151314413
          0,           0,        1192,      -4.596547592,      -1.516164298,      -1.899857148,      0.6740203145
          0,           0,        1193,      -4.594386216,      -1.516474456,      -1.891516768,      0.6742947513
          0,           0,        1194,       -4.57813938,      -1.516479067,      -1.866309916,      0.7096493243
          0,           0,        1195,      -4.597346495,      -1.518140461,      -1.903266196,      0.6695097003
          0,           0,        1196,       -4.59330235,      -1.518774225,      -1.894873185,      0.6735487133
          0,           0,        1197,      -4.576467632,       -1.51885615,      -1.869419359,      0.7100978454
          0,           0,        1198,      -4.536978815,       -1.52068345,      -1.817162043,      0.7847317815
          0,           0,        1199,      -4.594824127,      -1.522332269,      -1.908624623,      0.6726156477
          0,           0,        1200,      -4.591981525,      -1.523810202,      -1.900233182,      0.6748144103
          0,           0,        1201,       -4.57476687,      -1.523890343,      -1.874423242,      0.7127447544
          0,           0,        1202,        -4.6028801,      -1.525568148,      -1.913024849,       0.655974192
          0,           0,        1203,      -4.597977924,      -1.526966569,      -1.904564528,      0.6633576747
          0,           0,        1204,      -4.581491393,      -1.528234924,      -1.879401744,      0.6989391809
          0,           0,        1205,      -4.543295123,      -1.530241253,      -1.826887096,      0.7727791871
          0,           0,        1206,      -4.604507498,      -1.531798847,      -1.921561653,      0.6555176473
          0,           0,        1207,      -4.602026506,       -1.53358107,      -1.912452896,      0.6577662771
          0,           0,        1208,       -4.58569884,      -1.534901778,       -1.88678139,       0.694365102
          0,           0,        1209,      -4.547949753,      -1.537217758,      -1.833278881,      0.7679167269
          0,           0,        1210,      -4.610779197,      -1.538222683,      -1.932488525,      0.6473633613
          0,           0,        1211,      -4.608314992,      -1.539769727,      -1.922427019,      0.6489718167
          0,           0,        1212,      -4.592437499,      -1.541608071,      -1.896091909,       0.684705113
          0,           0,        1213,      -4.553492805,      -1.544280149,      -1.840275608,      0.7615446293
          0,           0,        1214,      -4.615903221,      -1.544711691,      -1.945326363,        0.63911697
          0,           0,        1215,      -4.613836908,      -1.546080555,       -1.93446474,      0.6393568382
          0,           0,        1216,      -4.597945454,      -1.547984032,      -1.907267509,      0.6764148618
          0,           0,        1217,      -4.557986434,      -1.550730789,      -1.849342244,      0.7571517853
          0,           0,        1218,      -4.619867649,      -1.550821631,      -1.958668285,      0.6323878078
          0,           0,        1219,      -4.618792613,      -1.552065561,      -1.947611948,      0.6304949181
          0,           0,        1220,      -4.602765488,      -1.553821591,      -1.920164785,      0.6696930191
          0,           0,        1221,      -4.562899387,      -1.556623122,      -1.861601506,      0.7523997552
          0,           0,        1222,      -4.623520323,      -1.556645626,      -1.971740928,      0.6266758688
          0,           0,        1223,      -4.623398456,      -1.557866234,      -1.961116434,      0.6238316322
          0,           0,        1224,      -4.607641333,      -1.559352705,      -1.934113426,      0.6644982171
          0,           0,        1225,      -4.569398796,      -1.562183333,       -1.87633497,      0.7458938404
          0,           0,        1226,      -4.627445101,      -1.562371238,      -1.984162639,      0.6226083111
          0,           0,        1227,       -4.62796081,      -1.563723571,      -1.974464646,      0.6203443413
          0,           0,        1228,      -4.612881459,      -1.564945463,      -1.948147057,      0.6609470089
          0,           0,        1229,      -4.576831251,      -1.567620357,      -1.891036517,      0.7389985792
          0,           0,        1230,      -4.632097137,      -1.568102617,      -1.995967921,      0.6184601866
          0,           0,        1231,      -4.633370486,      -1.569620502,      -1.987332914,      0.6155212779
          0,           0,        1232,      -4.618874218,      -1.570606872,      -1.961550962,      0.6555302312
          0,           0,        1233,      -4.584378004,      -1.572929174,      -1.904218946,      0.7311096196
          0,           0,        1234,      -4.637547631,      -1.573723615,      -2.007238494,      0.6111345559
          0,           0,        1235,      -4.640113681,      -1.575383364,      -1.999395944,      0.6047872836
          0,           0,        1236,      -4.625752002,      -1.576134017,      -1.974126054,      0.6450930949
          0,           0,        1237,      -4.591708427,        -1.5781353,      -1.916606244,      0.7208454652
          0,           0,        1238,      -4.643144016,      -1.579166043,      -2.017919675,      0.6004703905
          0,           0,        1239,      -4.647480475,      -1.580894433,      -2.010425248,      0.5882605529
          0,           0,        1240,      -4.632987756,      -1.581395201,      -1.985653879,      0.6298034826
          0,           0,        1241,      -4.598594595,      -1.583336748,       -1.92831278,      0.7083192848
          0,           0,        1242,      -4.648557387,      -1.584468384,      -2.027848666,      0.5872418334
          0,           0,        1243,      -4.654360515,      -1.586105367,      -2.020368454,      0.5690107366
          0,           0,        1244,      -4.639896421,      -1.586381641,       -1.99561101,      0.6116567591
          0,           0,        1245,        -4.6555186,      -1.588074758,      -2.035326291,      0.5654331301
          0,           0,        1246,      -4.659738682,      -1.589301601,      -2.028139495,      0.5513962382
          0,           0,        1247,       -4.64622193,      -1.589873007,      -2.003066816,      0.5926838799
          0,           0,        1248,      -4.659838882,      -1.591492508,      -2.042425055,      0.5524286392
