"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         325,      -3.954536918,      -1.303772441,      -1.812754614,       1.208042769
          0,           0,         326,      -3.955873446,       -1.29751105,      -1.769616532,       1.186439002
          0,           0,         327,      -3.962013952,      -1.297531286,      -1.707954719,       1.151243235
          0,           0,         328,      -3.951599213,      -1.277621805,       -1.78654621,       1.234676022
          0,           0,         329,      -3.954107763,      -1.277162441,      -1.742488269,       1.217410183
          0,           0,         330,      -3.953145358,      -1.281711076,      -1.671620308,       1.177860157
          0,           0,         331,      -3.941683721,      -1.264883622,      -1.737764499,       1.245779652
          0,           0,         332,      -3.936870632,      -1.267636898,      -1.686056331,       1.233091092
          0,           0,         333,       -3.92382815,       -1.27276256,      -1.612741869,       1.220396565
          0,           0,         334,      -3.925003153,      -1.261678943,      -1.684433241,       1.229972633
          0,           0,         335,      -3.908723351,      -1.258809977,      -1.614066151,       1.239664542
          0,           0,         336,      -3.885063902,      -1.259508254,      -1.525393566,       1.278487724
          0,           0,         337,      -3.907549827,      -1.252913159,      -1.627405539,       1.202109333
          0,           0,         338,      -3.886469417,       -1.24417451,      -1.557710342,       1.236452027
          0,           0,         339,      -3.891534186,      -1.244962257,      -1.596309209,       1.243057513
          0,           0,         340,      -3.874910665,      -1.228892495,      -1.532120374,        1.23794795
          0,           0,         341,      -3.877304294,      -1.211888286,      -1.548726824,        1.19612843
          0,           0,         342,      -3.858687005,      -1.197839805,      -1.493289269,       1.246369772
          0,           0,         343,      -3.859092262,      -1.183636702,      -1.524914898,        1.23211514
          0,           0,         344,      -3.835512507,       -1.17709018,      -1.448577633,       1.306895844
          0,           0,         345,      -3.846026531,      -1.168062641,      -1.500177509,       1.265567114
          0,           0,         346,      -3.822275204,      -1.153719646,      -1.421633408,       1.329131122
          0,           0,         347,      -3.834220214,      -1.156570393,      -1.494043168,       1.317410089
          0,           0,         348,      -3.823227649,      -1.144759034,      -1.436798553,       1.326187362
          0,           0,         349,      -3.811899634,      -1.138608335,      -1.485436285,       1.377948356
          0,           0,         350,      -3.809375293,      -1.142630495,      -1.431353128,       1.384384018
          0,           0,         351,      -3.817500364,      -1.137338503,      -1.466624275,       1.349443395
          0,           0,         352,        -3.8045854,      -1.142010873,      -1.379531495,       1.388167093
          0,           0,         353,       -3.82977106,      -1.148094406,      -1.463983893,       1.337125164
          0,           0,         354,      -3.806599588,      -1.145005572,      -1.397413462,       1.386174265
          0,           0,         355,      -3.828405444,        -1.1561112,      -1.491860356,        1.37239336
          0,           0,         356,      -3.812819489,        -1.1531108,      -1.444839001,       1.385665792
          0,           0,         357,      -3.804447749,      -1.140973734,      -1.474948126,       1.407641401
          0,           0,         358,      -3.799446491,       -1.14233327,      -1.431825925,       1.411050046
          0,           0,         359,      -3.814260654,       -1.13933274,      -1.456201646,       1.378847483
          0,           0,         360,      -3.799261939,      -1.136418943,      -1.396378032,       1.403492429
          0,           0,         361,      -3.814653454,      -1.137112305,      -1.451688057,       1.412245802
          0,           0,         362,      -3.788547322,      -1.128698053,      -1.403745129,       1.455954446
          0,           0,         363,       -3.80985374,      -1.116142203,      -1.442146129,       1.417097539
          0,           0,         364,      -3.820099343,      -1.118409781,       -1.41684714,       1.372990902
          0,           0,         365,      -3.815378026,      -1.130106134,      -1.353497956,       1.392772785
          0,           0,         366,       -3.84121492,      -1.128336581,      -1.474360028,        1.35784424
          0,           0,         367,      -3.842340876,      -1.138139127,      -1.474486299,       1.384229387
          0,           0,         368,      -3.871516083,      -1.140474189,      -1.515707567,       1.355022082
          0,           0,         369,      -3.876780616,      -1.145947501,       -1.50083409,       1.340314532
          0,           0,         370,      -3.863394448,        -1.1560094,      -1.428380797,       1.389548252
          0,           0,         371,      -3.909289428,      -1.154045175,       -1.54903369,       1.293325259
          0,           0,         372,      -3.925281879,      -1.160972107,      -1.545898978,       1.263600372
          0,           0,         373,      -3.908028059,      -1.168454876,      -1.465762287,       1.328096792
          0,           0,         374,      -3.942619893,      -1.169362164,      -1.576692347,       1.260762735
          0,           0,         375,       -3.95559843,      -1.175338568,      -1.572716688,       1.241089145
          0,           0,         376,      -3.938908613,      -1.181283018,      -1.498599604,       1.307283194
          0,           0,         377,      -3.981032153,       -1.19367665,      -1.604183361,       1.206570287
          0,           0,         378,      -3.989734169,      -1.225414665,      -1.598065736,       1.198816235
          0,           0,         379,      -3.966541761,      -1.237693951,      -1.535247289,        1.28156186
          0,           0,         380,      -4.012744665,       -1.25796046,      -1.633513214,       1.156285473
          0,           0,         381,      -4.009431637,      -1.267209357,      -1.611497344,       1.187294511
          0,           0,         382,      -3.985880171,      -1.270660757,      -1.544518449,       1.266146912
          0,           0,         383,      -4.032946001,      -1.280362414,      -1.650970938,       1.142170649
          0,           0,         384,      -4.028042271,      -1.284631478,       -1.62261825,       1.174950411
          0,           0,         385,      -4.004874214,      -1.286283116,      -1.546935391,       1.249209342
          0,           0,         386,      -4.049318562,      -1.291720057,      -1.659682452,       1.136472553
          0,           0,         387,       -4.04578896,      -1.293632756,      -1.630101726,       1.161361351
          0,           0,         388,      -4.022062587,      -1.295281958,      -1.546014428,       1.233818201
          0,           0,         389,       -3.98298209,      -1.296727299,      -1.431036397,        1.32550809
          0,           0,         390,      -4.065039272,       -1.29926475,        -1.6646352,       1.140789937
          0,           0,         391,      -4.061233816,      -1.300907157,      -1.633658734,       1.164930328
          0,           0,         392,      -4.034057635,      -1.303079281,      -1.544322456,       1.238194738
          0,           0,         393,      -4.082418083,      -1.303319679,      -1.673081364,       1.132823796
